Id,Label,taxonName
81,2038,Tropheryma
82,43673,Jonesia
83,1839,Nocardioides
84,2040,Aeromicrobium
85,86795,Marmoricola
86,2044,Pimelobacter
87,53387,Friedmanniella
88,1546255,Mumia
89,116071,Micropruina
90,29404,Microlunatus
91,72763,Tessaracoccus
92,1743,Propionibacterium
93,1912215,Acidipropionibacterium
94,1278221,Auraticoccus
95,2717325,Brevilactibacter
96,1085622,Propioniciclava
97,1911549,Raineyella
98,1912216,Cutibacterium
99,2801844,Arachnia
100,203133,Propionimicrobium
101,182639,Kribbella
102,117156,Actinopolymorpha
103,1866885,Mycolicibacterium
104,1763,Mycobacterium
105,670516,Mycobacteroides
106,1073531,Mycolicibacter
107,2126281,Mycolicibacillus
108,697025,Hoyosella
109,1827,Rhodococcus
110,1817,Nocardia
111,1716,Corynebacterium
112,2053,Gordonia
113,2060,Tsukamurella
114,37914,Dietzia
115,741759,Tomitella
116,286801,Segniliparus
117,1847725,Lawsonella
118,1873,Micromonospora
119,1865,Actinoplanes
120,907364,Phytohabitans
121,673534,Plantactinospora
122,390988,Actinocatenispora
123,168694,Salinispora
124,84593,Verrucosispora
125,1847,Pseudonocardia
126,1813,Amycolatopsis
127,2071,Saccharothrix
128,1835,Saccharopolyspora
129,165301,Lentzea
130,1851,Saccharomonospora
131,65496,Actinoalloteichus
132,40566,Actinosynnema
133,1137960,Allokutzneria
134,2029,Kibdelosporangium
135,43356,Kutzneria
136,674734,Alloactinosynnema
137,142577,Prauserella
138,1860,Geodermatophilus
139,38501,Blastococcus
140,88138,Modestobacter
141,1988,Actinomadura
142,2019,Thermomonospora
143,83681,Nonomuraea
144,2000,Streptosporangium
145,147067,Thermobispora
146,2013,Nocardiopsis
147,104204,Streptomonospora
148,83677,Thermobifida
149,1854,Frankia
150,1654,Actinomyces
151,1522056,Flaviflexus
152,2529408,Schaalia
153,1069494,Trueperella
154,2740557,Pauljensenia
155,2692118,Winkia
156,76833,Actinobaculum
157,28263,Arcanobacterium
158,2050,Mobiluncus
159,1653174,Actinotignum
160,2767318,Boudabousia
161,2767327,Fannyhessea
162,281472,Jiangella
163,53460,Nakamurella
164,1678,Bifidobacterium
165,196082,Parascardovia
166,2701,Gardnerella
167,196081,Scardovia
168,414878,Catenulispora
169,33981,Kineococcus
170,283810,Stackebrandtia
171,2078948,Epidermidibacterium
172,1434010,Jatrophihabitans
173,1849,Actinopolyspora
174,28048,Acidothermus
175,622681,Candidatus Planktophila
176,2039639,Candidatus Nanopelagicus
177,42255,Rubrobacter
178,2600304,Baekduia
179,191494,Conexibacter
180,2789775,Actinomarinicola
181,682522,Ilumatobacter
182,53634,Acidimicrobium
183,908623,Euzebya
184,1755825,Egicoccus
185,1747770,Egibacter
186,84111,Eggerthella
187,644652,Gordonibacter
188,447020,Adlercreutzia
189,2005386,Arabia
190,2815775,Berryella
191,84108,Slackia
192,79603,Denitrobacterium
193,84162,Cryptobacterium
194,1981050,Phoenicibacter
195,133925,Olsenella
196,2082587,Parolsenella
197,2767353,Lancefieldella
198,102106,Collinsella
199,33870,Coriobacterium
200,2800373,Priestia
201,1386,Bacillus
202,2675233,Metabacillus
203,459532,Terribacillus
204,2675230,Cytobacillus
205,2675234,Alkalihalobacillus
206,2675229,Peribacillus
207,400634,Lysinibacillus
208,129337,Geobacillus
209,2675231,Mesobacillus
210,2675232,Neobacillus
211,182709,Oceanobacillus
212,84406,Virgibacillus
213,2685905,Salicibibacter
214,150247,Anoxybacillus
215,1329200,Fictibacillus
216,1276290,Caldibacillus
217,45667,Halobacillus
218,2817139,Weizmannia
219,175304,Lentibacillus
220,482460,Sediminibacillus
221,1221880,Psychrobacillus
222,2651279,Pradoshia
223,351195,Salimicrobium
224,2785518,Radiobacillus
225,1055323,Aeribacillus
226,704093,Anaerobacillus
227,1906945,Parageobacillus
228,2804231,Lederbergia
229,74385,Gracilibacillus
230,200903,Paraliobacillus
231,289201,Pontibacillus
232,29331,Amphibacillus
233,44249,Paenibacillus
234,55080,Brevibacillus
235,76632,Thermobacillus
236,329857,Cohnella
237,456492,Saccharibacillus
238,85151,Aneurinibacillus group
239,1677050,Novibacillus
240,1274351,Kroppenstedtia
241,2023,Thermoactinomyces
242,2689589,Staphylospora
243,292635,Laceyella
244,29330,Alicyclobacillus
245,432330,Tumebacillus
246,1129704,Kyrpidia
247,1502725,Effusibacillus
248,1372,Planococcus
249,648800,Solibacillus
250,1569,Sporosarcina
251,162291,Planomicrobium
252,160795,Ureibacillus
253,651660,Paenisporosarcina
254,1649,Kurthia
255,157226,Jeotgalibacillus
256,496496,Viridibacillus
257,648802,Rummeliibacillus
258,1279,Staphylococcus
259,2803850,Mammaliicoccus
260,227979,Jeotgalicoccus
261,45669,Salinicoccus
262,69965,Macrococcus
263,1955413,Abyssicoccus
264,539742,Bacillales Family XII. Incertae Sedis
265,539738,Bacillales Family XI. Incertae Sedis
266,1637,Listeria
267,2755,Brochothrix
268,2077,Sporolactobacillus
269,1578,Lactobacillus
270,2767886,Levilactobacillus
271,2742598,Limosilactobacillus
272,2759736,Lacticaseibacillus
273,46255,Weissella
274,2767842,Lactiplantibacillus
275,1243,Leuconostoc
276,2767891,Schleiferilactobacillus
277,2767887,Ligilactobacillus
278,2767892,Secundilactobacillus
279,2767885,Latilactobacillus
280,2767893,Lentilactobacillus
281,2767889,Loigolactobacillus
282,2767879,Companilactobacillus
283,2767888,Liquorilactobacillus
284,2767882,Furfurilactobacillus
285,1253,Pediococcus
286,2767884,Lapidilactobacillus
287,2767881,Fructilactobacillus
288,2767878,Bombilactobacillus
289,2767876,Amylolactobacillus
290,46254,Oenococcus
291,1301,Streptococcus
292,1357,Lactococcus
293,1350,Enterococcus
294,2737,Vagococcus
295,33969,Melissococcus
296,51668,Tetragenococcus
297,2747,Carnobacterium
298,1470540,Jeotgalibaca
299,29393,Dolosigranulum
300,191769,Marinilactibacillus
301,1375,Aerococcus
302,46123,Abiotrophia
303,539000,Clostridiales Family XVII. Incertae Sedis
304,1392389,Intestinimonas
305,2717089,Massilistercora
306,1918454,Flintibacter
307,543314,Clostridiales Family XIII. Incertae Sedis
308,543347,Clostridiales Family XVI. Incertae Sedis
309,2039302,Monoglobus
310,216851,Faecalibacterium
311,459786,Oscillibacter
312,1738645,Caproiciproducens
313,946234,Flavonifractor
314,253238,Ethanoligenens
315,35829,Acetivibrio
316,1905344,Ruthenibacterium
317,2304693,Pseudoclostridium
318,1918385,Acutalibacter
319,1263,Ruminococcus
320,1508657,Ruminiclostridium
321,2304691,Thermoclostridium
322,2591381,Dysosmobacter
323,1485,Clostridium
324,114627,Alkaliphilus
325,1649459,Hungatella
326,390805,Geosporobacter
327,49082,Candidatus Arthromitus
328,1266,Sarcina
329,44258,Caloramator
330,171003,Caloranaerobacter
331,1769729,Hathewaya
332,1848399,Crassaminicella
333,1843210,Anaerocolumna
334,1506553,Lachnoclostridium
335,2719231,Lacrimispora
336,572511,Blautia
337,207244,Anaerostipes
338,2719313,Enterocloster
339,1663717,Herbinix
340,2039240,Anaerotignum
341,841,Roseburia
342,46205,Pseudobutyrivibrio
343,698776,Cellulosilyticum
344,33042,Coprococcus
345,2569097,Anaerobutyricum
346,830,Butyrivibrio
347,1164882,Lachnoanaerobaculum
348,2316020,Mediterraneibacter
349,28050,Lachnospira
350,471826,Candidatus Desulforudis
351,2282740,Desulfallas
352,1562,Desulfotomaculum
353,79206,Desulfosporosinus
354,36853,Desulfitobacterium
355,278993,Thermincola
356,2282742,Desulfofarcimen
357,2651578,Thermoanaerosceptrum
358,51196,Syntrophobotulus
359,56112,Dehalobacter
360,51514,Dehalobacterium
361,2733,Symbiobacterium
362,990721,Christensenella
363,2697,Heliobacterium
364,79598,Heliorestis
365,1730,Eubacterium
366,33951,Acetobacterium
367,274470,Alkalibacter
368,1501226,Romboutsia
369,1849822,Paraclostridium
370,1849828,Paeniclostridium
371,1870884,Clostridioides
372,1481960,Peptoclostridium
373,186831,Acetoanaerobium
374,2743582,Peptacetobacter
375,129001,Syntrophothermus
376,862,Syntrophomonas
377,2293313,Candidatus Syntrophocurvum
378,2603323,Petrocella
379,42857,Moorella group
380,140458,Thermacetogenium
381,1754,Thermoanaerobacter
382,202949,Thermanaeromonas
383,249529,Caldanaerobacter
384,129957,Carboxydothermus
385,28895,Thermoanaerobacterium
386,44000,Caldicellulosiruptor
387,252965,Mahella
388,227388,Thermodesulfobium
389,2330,Halanaerobium
390,46466,Halocella
391,32636,Halothermothrix
392,1769008,Anoxybacter
393,42417,Halobacteroides
394,2770094,Biomaibacter
395,499228,Tepidanaerobacter
396,291988,Thermosediminibacter
397,2786989,Koleobacter
398,375928,Natranaerobius
399,970,Selenomonas
400,158846,Megamonas
401,864,Pectinatus
402,365348,Pelosinus
403,2375,Sporomusa
404,2093783,Methylomusa
405,906,Megasphaera
406,29465,Veillonella
407,39948,Dialister
408,904,Acidaminococcus
409,33024,Phascolarctobacterium
410,1676651,Limnochorda
411,1505663,Erysipelatoclostridium
412,1729679,Faecalibaculum
413,1647,Erysipelothrix
414,2679910,Intestinibaculum
415,2749267,Amedibacterium
416,118747,Bulleidia
417,1573534,Faecalitalea
418,191303,Turicibacter
419,162289,Peptoniphilus
420,1161127,Murdochiella
421,165779,Anaerococcus
422,150022,Finegoldia
423,543311,Parvimonas
424,41273,Tissierella
425,1354809,Keratinibaculum
426,2692382,Gudongella
427,2794837,Schnuerera
428,1505664,Gottschalkia
429,1852374,Ezakiella massiliensis
430,1871025,Ndongobacter massiliensis
431,1298,Deinococcus
432,270,Thermus
433,208447,Oceanithermus
434,65551,Meiothermus
435,186191,Marinithermus
436,332248,Truepera
437,1129,Synechococcus
438,167375,Cyanobium
439,146785,Thermosynechococcus
440,13034,Dactylococcopsis
441,47251,Leptolyngbya
442,2303528,Thermoleptolyngbya
443,170610,Halomicronema
444,1218,Prochlorococcus
445,1142,Synechocystis
446,155977,Acaryochloris
447,217161,Chamaesiphon
448,1152,Pseudanabaena
449,1177,Nostoc
450,1163,Anabaena
451,56106,Cylindrospermum
452,264688,Trichormus
453,1186,Calothrix
454,1203,Scytonema
455,383614,Brasilonema
456,110103,Anabaenopsis
457,752201,Sphaerospermopsis
458,748770,Dolichospermum
459,77021,Cylindrospermopsis
460,159191,Nodularia
461,373984,Rivularia
462,188910,Microchaete
463,1190,Fischerella
464,111782,Tolypothrix
465,1892251,Coleofasciculaceae
466,1892252,Microcoleaceae
467,1892254,Oscillatoriaceae
468,1892256,Oscillatoriales incertae sedis
469,1892249,Cyanothecaceae
470,1892255,Gomontiellaceae
471,1890449,Microcystaceae
472,1890464,Chroococcaceae
473,1890450,Aphanothecaceae
474,2815910,Geminocystaceae
475,1890422,Gloeobacteraceae
476,102115,Stanieria
477,44474,Pleurocapsa
478,54298,Chroococcidiopsis
479,1188227,Gloeomargarita
480,1228987,cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko
481,255728,Sphaerobacterineae
482,499,Thermomicrobium
483,1508635,Roseiflexaceae
484,1106,Chloroflexaceae
485,2682228,Tepidiforma
486,1988031,Candidatus Promineofilum
487,233189,Anaerolinea
488,1649478,Pelolinea
489,2019482,Brevefilum
490,233191,Caldilinea
491,552811,Dehalogenimonas lykanthroporepellens BL-DC-9
492,1839801,Dehalogenimonas formicexedens
493,1536648,Dehalogenimonas sp. GP
494,61434,Dehalococcoides
495,525904,Thermobaculum terrenum ATCC BAA-798
496,2692417,Ktedonosporobacter
497,1005038,Fimbriimonas
498,1077265,Chthonomonas
499,2093,Mycoplasma
500,2767358,Mycoplasmopsis
501,2129,Ureaplasma
502,2132,Spiroplasma
503,46238,Entomoplasma
504,46239,Mesoplasma
505,33926,Candidatus Phytoplasma
506,2147,Acholeplasma
507,2631580,unclassified Bradyrhizobium
508,190148,Bradyrhizobium paxllaeri
509,1274631,Bradyrhizobium icense
510,1437360,Bradyrhizobium erythrophlei
511,1355477,Bradyrhizobium diazoefficiens
512,722472,Bradyrhizobium lablabi
513,83637,Bradyrhizobium genosp. L
514,44255,Bradyrhizobium oligotrophicum
515,255045,Bradyrhizobium canariense
516,1404367,Bradyrhizobium symbiodeficiens
517,375,Bradyrhizobium japonicum
518,1549949,Bradyrhizobium vignae
519,1325090,Bradyrhizobium guangdongense
520,1325107,Bradyrhizobium zhanjiangense
521,83627,Bradyrhizobium genosp. B
522,1325115,Bradyrhizobium guangxiense
523,858423,Bradyrhizobium arachidis
524,1404864,Bradyrhizobium cosmicum
525,1325095,Bradyrhizobium guangzhouense
526,1404768,Bradyrhizobium amphicarpaeae
527,244734,Bradyrhizobium betae
528,931866,Bradyrhizobium ottawaense
529,29448,Bradyrhizobium elkanii
530,2653178,unclassified Bosea
531,1526658,Bosea vaviloviae
532,1076,Rhodopseudomonas palustris
533,912,Nitrobacter hamburgensis
534,913,Nitrobacter winogradskyi
535,2631404,unclassified Tardiphaga
536,943830,Tardiphaga robiniae
537,2642050,unclassified Afipia
538,40137,Afipia carboxidovorans
539,1333996,Variibacter gotjawalensis
540,379,Rhizobium
541,357,Agrobacterium
542,1525371,Neorhizobium
543,1903858,Pseudorhizobium
544,28105,Sinorhizobium
545,106591,Ensifer
546,2643062,unclassified Shinella
547,2649303,unclassified Kaistia
548,2341112,Georhizobium profundi
549,1969821,Ciceribacter thiooxidans
550,1273132,Liberibacter crescens
551,34020,Candidatus Liberibacter africanus
552,556287,Candidatus Liberibacter solanacearum
553,325217,unclassified Mesorhizobium
554,1670800,Mesorhizobium oceanicum
555,71433,Mesorhizobium amorphae
556,381,Mesorhizobium loti
557,536018,Mesorhizobium australicum
558,39645,Mesorhizobium ciceri
559,593909,Mesorhizobium opportunistum
560,1777866,Mesorhizobium erdmanii
561,2066070,Mesorhizobium japonicum
562,28104,Mesorhizobium huakuii
563,2725666,Mesorhizobium terrae
564,2644704,unclassified Aminobacter
565,83263,Aminobacter aminovorans
566,2641084,unclassified Nitratireductor
567,1852022,Roseitalea porphyridii
568,2614931,unclassified Hoeflea
569,244596,Hoeflea phototrophica
570,2643807,unclassified Chelativorans
571,1867719,Phyllobacterium zundukense
572,2638441,unclassified Phyllobacterium
573,2742145,Oricola thermophila
574,2712698,Salaquimonas pukyongi
575,2647570,unclassified Lentilitoribacter
576,1882682,Microvirga ossetica
577,2617746,unclassified Microvirga
578,2651334,Microvirga thermotolerans
579,2615210,unclassified Methylobacterium
580,114616,Methylobacterium nodulans
581,270351,Methylobacterium aquaticum
582,2202825,Methylobacterium durans
583,269660,Methylobacterium brachiatum
584,39956,Methylobacterium mesophilicum
585,2051553,Methylobacterium currus
586,1775910,Methylobacterium indicum
587,2202827,Methylobacterium terrae
588,31998,Methylobacterium radiotolerans
589,418223,Methylobacterium phyllosphaerae
590,334852,Methylobacterium oryzae
591,223967,Methylorubrum populi
592,408,Methylorubrum extorquens
593,29429,Methylorubrum zatmanii
594,196773,unclassified Devosia
595,400770,Devosia ginsengisoli
596,2619116,unclassified Rhodoplanes
597,444923,Rhodoplanes piscinae
598,1427356,Hyphomicrobium nitrativorans
599,53399,Hyphomicrobium denitrificans
600,2619925,unclassified Hyphomicrobium
601,1079,Blastochloris viridis
602,2233851,Blastochloris tepida
603,1384459,Methyloceanibacter caenitepidi
604,2617503,unclassified Methyloceanibacter
605,1447062,Youhaiella tibetensis
606,2625955,unclassified Methyloligella
607,2663263,unclassified Aquabacter
608,1069,Rhodomicrobium vannielii
609,531813,Pelagibacterium halotolerans
610,1335043,Paradevosia shaoguanensis
611,1608628,Candidatus Filomicrobium marinum
612,169176,Caenibius tardaugens
613,454601,Maritalea myrionectae
614,331696,Pseudolabrys taiwanensis
615,2638514,unclassified Pseudolabrys
616,2615126,unclassified Starkeya
617,921,Starkeya novella
618,2626613,unclassified Ancylobacter
619,1745854,Ancylobacter pratisalsi
620,2623496,unclassified Xanthobacter
621,7,Azorhizobium caulinodans
622,2688601,unclassified Labrys (in: Bacteria)
623,2615206,unclassified Aureimonas
624,1701758,Aureimonas populi
625,2629616,unclassified Martelella
626,1486262,Martelella endophytica
627,293089,Martelella mediterranea
628,2583532,Martelella lutilitoris
629,1235591,Pseudorhodoplanes sinuspersici
630,2623691,unclassified Nordella
631,1482074,Hartmannibacter diazotrophicus
632,573658,Candidatus Hodgkinia cicadicola
633,173366,Methylocystis rosea
634,655015,Methylocystis bryophila
635,134,Methylocystis parvus
636,391905,Methylocystis heyeri
637,2625913,unclassified Methylocystis
638,426,Methylosinus trichosporium
639,2624500,unclassified Methylosinus
640,538381,Stappia indica
641,2629676,unclassified Stappia
642,2648686,unclassified Labrenzia
643,388408,Labrenzia alexandrii
644,187304,Labrenzia aggregata
645,121719,Pannonibacter phragmitetus
646,2627060,unclassified Pseudovibrio
647,2638111,unclassified Chelatococcus
648,444444,Chelatococcus daeguensis
649,199596,Methylocella silvestris
650,227605,Methylocella tundrae
651,569860,Methylovirgula ligni
652,533,Beijerinckia indica
653,234,Brucella
654,528,Ochrobactrum
655,256618,Parvibaculum lavamentivorans
656,1712261,Pyruvatibacter mobilis
657,1458461,Candidatus Phaeomarinobacter ectocarpi
658,2624130,unclassified Breoghania
659,2631913,unclassified Cohaesibacter
660,2528642,Lichenihabitans psoromatis
661,1686310,Bartonella apis
662,2645622,unclassified Bartonella
663,33047,Bartonella vinsonii
664,38323,Bartonella henselae
665,155194,Bartonella bovis
666,165694,Bartonella schoenbuchensis
667,388640,Bartonella australis
668,2267275,Bartonella krasnovii
669,33045,Bartonella grahamii
670,85701,Bartonella tribocorum
671,196159,unclassified Sphingomonas
672,386874,Sphingomonas sediminicola
673,1176646,Sphingomonas daechungensis
674,1045317,Sphingomonas lutea
675,363835,Sphingomonas ginsengisoli An et al. 2013
676,2071607,Sphingomonas rhizophila
677,2594473,Sphingomonas xanthus
678,653931,Sphingomonas alpina
679,160791,Sphingomonas wittichii
680,397260,Sphingomonas sanxanigenens
681,93064,Sphingomonas koreensis
682,1549858,Sphingomonas taxi
683,1560345,Sphingomonas panacis
684,1609977,Sphingomonas hengshuiensis
685,1813879,Sphingomonas panacisoli
686,424800,Sphingomonas insulae
687,13689,Sphingomonas paucimobilis
688,2698828,Sphingomonas lacunae
689,152682,Sphingomonas melonis
690,2611147,unclassified Sphingobium
691,332056,Sphingobium japonicum
692,13690,Sphingobium yanoikuyae
693,46429,Sphingobium chlorophenolicum
694,120107,Sphingobium cloacae
695,135719,Sphingobium amiense
696,1332080,Sphingobium baderi
697,1673076,Sphingobium hydrophobicum
698,76947,Sphingobium herbicidovorans
699,336203,Sphingobium fuliginis
700,1054037,Sphingobium barthaii
701,56193,Sphingobium chungbukense
702,2614943,unclassified Sphingopyxis
703,33050,Sphingopyxis macrogoltabida
704,2054227,Sphingopyxis lindanitolerans
705,1515612,Sphingopyxis fribergensis
706,33052,Sphingopyxis terrae
707,117207,Sphingopyxis alaskensis
708,267128,Sphingopyxis granuli
709,2644732,unclassified Novosphingobium
710,158500,Novosphingobium resinovorum
711,48935,Novosphingobium aromaticivorans
712,1176536,Novosphingobium ginsenosidimutans
713,205844,Novosphingobium pentaromativorans
714,941907,Allosphingosinicella indica
715,2676235,unclassified Sphingosinithalassobacter
716,2026624,Parasphingopyxis algicola
717,2621071,unclassified Parasphingopyxis
718,1850238,Rhizorhabdus dicambivorans
719,2614947,unclassified Sphingorhabdus
720,392610,Sphingorhabdus lacus
721,2626550,unclassified Blastomonas
722,1550728,Blastomonas fulva
723,1921510,Tardibacter chloracetimidivorans
724,2630544,unclassified Citromicrobium
725,2709689,unclassified Novosphingopyxis
726,2709687,unclassified Parasphingorhabdus
727,542,Zymomonas mobilis
728,1041,Erythrobacter
729,1111,Porphyrobacter
730,2614945,unclassified Altererythrobacter
731,1267766,Altererythrobacter atlanticus
732,361183,Altererythrobacter epoxidivorans
733,476157,Altererythrobacter ishigakiensis
734,692370,Tsuneonella dongtanensis
735,2338327,Tsuneonella amylolytica
736,1982042,Tsuneonella mangrovi
737,2055955,Tsuneonella flava
738,1532023,Qipengyuania sediminis
739,192812,Qipengyuania flava
740,266951,Qipengyuania seohaensis
741,450378,Croceicoccus marinus
742,2629967,unclassified Croceicoccus
743,1348774,Croceicoccus naphthovorans
744,645517,Paraurantiacibacter namhicola
745,502682,Aurantiacibacter gangjinensis
746,1648404,Aurantiacibacter atlanticus
747,543877,Pelagerythrobacter marensis
748,2644549,unclassified Sphingosinicella
749,335406,Sphingosinicella microcystinivorans
750,2634456,unclassified Sandaracinobacter
751,2632462,unclassified Skermanella
752,2233999,Skermanella pratensis
753,192,Azospirillum brasilense
754,2630922,unclassified Azospirillum
755,2202148,Azospirillum thermophilum
756,193,Azospirillum lipoferum
757,528244,Azospirillum thiophilum
758,1226968,Azospirillum humicireducens
759,286727,Azospirillum oryzae
760,682998,Azospirillum ramasamyi
761,1064539,Azospirillum baldaniorum
762,2602016,Hypericibacter adhaerens
763,2602015,Hypericibacter terrae
764,2617991,unclassified Magnetospirillum
765,55518,Magnetospirillum gryphiswaldense
766,84159,Magnetospirillum magneticum
767,34018,Rhodospirillum centenum
768,1085,Rhodospirillum rubrum
769,2594003,Ferrovibrio terrae
770,171437,Tistrella mobilis
771,2220096,Indioceanicola profundi
772,28077,Nitrospirillum amazonense
773,111831,Defluviicoccus vanus
774,2048283,Thalassospira marina
775,2648997,unclassified Thalassospira
776,1891279,Thalassospira indica
777,220697,Thalassospira xiamenensis
778,1612173,Niveispirillum cyanobacteriorum
779,1084,Pararhodospirillum photometricum
780,2685734,unclassified Magnetospira
781,1549855,Haematospirillum jordaniae
782,1263979,Candidatus Endolissoclinum faulkneri
783,2617492,unclassified Roseomonas
784,257708,Roseomonas gilardii
785,207340,Roseomonas mucosa
786,94,Stella humosa
787,2639982,unclassified Roseococcus
788,28448,Komagataeibacter xylinus
789,265959,Komagataeibacter saccharivorans
790,265960,Komagataeibacter nataicola
791,436,Komagataeibacter hansenii
792,65958,Komagataeibacter oboediens
793,33995,Komagataeibacter europaeus
794,1177712,Komagataeibacter medellinensis
795,215221,Komagataeibacter rhaeticus
796,62140,Acidiphilium multivorum
797,524,Acidiphilium cryptum
798,1484109,Lichenicola cladoniae
799,151157,Acetobacter subgen. Acetobacter
800,1076596,Acetobacter persici
801,431306,Acetobacter ghanensis
802,2628570,unclassified Acetobacter
803,481146,Acetobacter ascendens
804,438,Acetobacter pasteurianus
805,104102,Acetobacter tropicalis
806,146474,Acetobacter orientalis
807,65959,Acetobacter pomorum
808,446692,Acetobacter senegalensis
809,2500548,Acetobacter oryzoeni
810,1969806,Acidibrevibacterium fodinaquatile
811,33996,Gluconacetobacter diazotrophicus
812,364410,Granulibacter bethesdensis
813,442,Gluconobacter oxydans
814,318683,Gluconobacter albidus
815,574987,Gluconobacter sphaericus
816,257438,Gluconobacter thailandicus
817,320497,Neoasaia chiangmaiensis
818,2558360,Oecophyllibacter saccharovorans
819,153496,Kozakia baliensis
820,91915,Asaia bogorensis
821,661191,Neokomagataea tanensis
822,1510841,Parasaccharibacter apium
823,2637697,unclassified Swingsia
824,2644098,unclassified Bombella
825,2762277,Entomobacter blattae
826,2630218,unclassified Commensalibacter
827,2614952,unclassified Terasakiella
828,246570,unclassified Paracoccus
829,1545044,Paracoccus sanguinis
830,82367,Paracoccus pantotrophus
831,147645,Paracoccus yeei
832,1077935,Paracoccus zhejiangensis
833,2560053,Paracoccus liaowanqingii
834,2065379,Paracoccus jeotgali
835,2259340,Paracoccus suum
836,34004,Paracoccus aminovorans
837,1945662,Paracoccus contaminans
838,266,Paracoccus denitrificans
839,34003,Paracoccus aminophilus
840,135740,Paracoccus kondratievae
841,1499308,Paracoccus mutanolyticus
842,135742,Paracoccus methylutens
843,196779,unclassified Rhodobacter
844,1061,Rhodobacter capsulatus
845,1075,Rhodobacter blasticus
846,196795,unclassified Sulfitobacter
847,1402135,Sulfitobacter pseudonitzschiae
848,83219,Sulfitobacter mediterraneus
849,60137,Sulfitobacter pontiacus
850,1063,Cereibacter sphaeroides
851,1229727,Salipiger profundus
852,311180,Salipiger pacificus
853,2640570,unclassified Salipiger
854,2614913,unclassified Roseovarius
855,540747,Roseovarius indicus
856,2494550,Roseovarius faecimaris
857,215743,Roseovarius mucosus
858,2579971,Paraoceanicella profunda
859,1208324,Celeribacter indicus
860,1411902,Celeribacter manganoxidans
861,1758178,Celeribacter ethanolicus
862,875171,Celeribacter baekdonensis
863,1397108,Celeribacter marinus
864,2631432,unclassified Rhodovulum
865,35806,Rhodovulum sulfidophilum
866,991904,Polymorphum gilvum
867,1826607,Silicimonas algicola
868,1396826,Leisingera aquaemixtae
869,2614906,unclassified Leisingera
870,133924,Leisingera methylohalidivorans
871,2645183,unclassified Pontivivens
872,60890,Phaeobacter gallaeciensis
873,221822,Phaeobacter inhibens
874,1580596,Phaeobacter piscinae
875,1844006,Phaeobacter porticola
876,2621772,unclassified Phaeobacter
877,1549850,Thioclava electrotropha
878,1915078,Thioclava nitratireducens
879,2639302,unclassified Roseivivax
880,2588711,Pelagovum pacificum
881,2624628,unclassified Sagittula
882,1335048,Defluviimonas alba
883,89184,Ruegeria pomeroyi
884,2625375,unclassified Ruegeria
885,42444,Marinovum algicola
886,1250539,Pelagibaca abyssi
887,2494374,Tabrizicola piscis
888,215813,Dinoroseobacter shibae
889,1267768,Brevirhabdus pacifica
890,561184,Mameliella alba
891,1891787,Roseobacter ponti
892,2434,Roseobacter denitrificans
893,42443,Roseobacter litoralis
894,2637785,unclassified Monaibacterium
895,92945,Ketogulonicigenium vulgare
896,92947,Ketogulonicigenium robustum
897,196158,unclassified Octadecabacter
898,53946,Octadecabacter arcticus
899,1217908,Octadecabacter antarcticus
