Id,Label,taxonName
61,2643062,unclassified Shinella
62,2649303,unclassified Kaistia
63,2341112,Georhizobium profundi
64,1969821,Ciceribacter thiooxidans
65,1273132,Liberibacter crescens
66,34021,Candidatus Liberibacter asiaticus
67,556287,Candidatus Liberibacter solanacearum
68,34020,Candidatus Liberibacter africanus
69,309868,Candidatus Liberibacter americanus
70,2615210,unclassified Methylobacterium
71,114616,Methylobacterium nodulans
72,270351,Methylobacterium aquaticum
73,2202825,Methylobacterium durans
74,2051553,Methylobacterium currus
75,2202827,Methylobacterium terrae
76,39956,Methylobacterium mesophilicum
77,269660,Methylobacterium brachiatum
78,1775910,Methylobacterium indicum
79,31998,Methylobacterium radiotolerans
80,418223,Methylobacterium phyllosphaerae
81,334852,Methylobacterium oryzae
82,2617746,unclassified Microvirga
83,1882682,Microvirga ossetica
84,2651334,Microvirga thermotolerans
85,223967,Methylorubrum populi
86,408,Methylorubrum extorquens
87,29429,Methylorubrum zatmanii
88,2619116,unclassified Rhodoplanes
89,444923,Rhodoplanes piscinae
90,196773,unclassified Devosia
91,400770,Devosia ginsengisoli
92,53399,Hyphomicrobium denitrificans
93,1427356,Hyphomicrobium nitrativorans
94,2619925,unclassified Hyphomicrobium
95,2233851,Blastochloris tepida
96,1079,Blastochloris viridis
97,1384459,Methyloceanibacter caenitepidi
98,2617503,unclassified Methyloceanibacter
99,2625955,unclassified Methyloligella
100,2663263,unclassified Aquabacter
101,1069,Rhodomicrobium vannielii
102,1447062,Youhaiella tibetensis
103,531813,Pelagibacterium halotolerans
104,1608628,Candidatus Filomicrobium marinum
105,169176,Caenibius tardaugens
106,1335043,Paradevosia shaoguanensis
107,454601,Maritalea myrionectae
108,331696,Pseudolabrys taiwanensis
109,2638514,unclassified Pseudolabrys
110,2615126,unclassified Starkeya
111,921,Starkeya novella
112,2626613,unclassified Ancylobacter
113,1745854,Ancylobacter pratisalsi
114,2623496,unclassified Xanthobacter
115,7,Azorhizobium caulinodans
116,2688601,unclassified Labrys (in: Bacteria)
117,2623691,unclassified Nordella
118,1235591,Pseudorhodoplanes sinuspersici
119,1482074,Hartmannibacter diazotrophicus
120,573658,Candidatus Hodgkinia cicadicola
121,134,Methylocystis parvus
122,173366,Methylocystis rosea
123,655015,Methylocystis bryophila
124,391905,Methylocystis heyeri
125,2625913,unclassified Methylocystis
126,426,Methylosinus trichosporium
127,2624500,unclassified Methylosinus
128,2615206,unclassified Aureimonas
129,1701758,Aureimonas populi
130,2629616,unclassified Martelella
131,293089,Martelella mediterranea
132,1486262,Martelella endophytica
133,2583532,Martelella lutilitoris
134,538381,Stappia indica
135,2629676,unclassified Stappia
136,2648686,unclassified Labrenzia
137,388408,Labrenzia alexandrii
138,187304,Labrenzia aggregata
139,121719,Pannonibacter phragmitetus
140,2627060,unclassified Pseudovibrio
141,2638111,unclassified Chelatococcus
142,444444,Chelatococcus daeguensis
143,199596,Methylocella silvestris
144,227605,Methylocella tundrae
145,569860,Methylovirgula ligni
146,533,Beijerinckia indica
147,256618,Parvibaculum lavamentivorans
148,1712261,Pyruvatibacter mobilis
149,1458461,Candidatus Phaeomarinobacter ectocarpi
150,234,Brucella
151,528,Ochrobactrum
152,2624130,unclassified Breoghania
153,2631913,unclassified Cohaesibacter
154,2528642,Lichenihabitans psoromatis
155,1686310,Bartonella apis
156,2645622,unclassified Bartonella
157,33047,Bartonella vinsonii
158,2267275,Bartonella krasnovii
159,388640,Bartonella australis
160,52764,Bartonella alsatica
161,33045,Bartonella grahamii
162,803,Bartonella quintana
163,165694,Bartonella schoenbuchensis
164,774,Bartonella bacilliformis
165,111504,Bartonella birtlesii
166,1318743,Bartonella ancashensis
167,155194,Bartonella bovis
168,38323,Bartonella henselae
169,85701,Bartonella tribocorum
170,56426,Bartonella clarridgeiae
171,2133959,Bartonella kosoyi
172,807,Bartonella elizabethae
173,196159,unclassified Sphingomonas
174,386874,Sphingomonas sediminicola
175,1176646,Sphingomonas daechungensis
176,1045317,Sphingomonas lutea
177,363835,Sphingomonas ginsengisoli An et al. 2013
178,2071607,Sphingomonas rhizophila
179,2594473,Sphingomonas xanthus
180,160791,Sphingomonas wittichii
181,653931,Sphingomonas alpina
182,397260,Sphingomonas sanxanigenens
183,93064,Sphingomonas koreensis
184,1609977,Sphingomonas hengshuiensis
185,1549858,Sphingomonas taxi
186,1560345,Sphingomonas panacis
187,1813879,Sphingomonas panacisoli
188,424800,Sphingomonas insulae
189,13689,Sphingomonas paucimobilis
190,152682,Sphingomonas melonis
191,2698828,Sphingomonas lacunae
192,2611147,unclassified Sphingobium
193,13690,Sphingobium yanoikuyae
194,135719,Sphingobium amiense
195,120107,Sphingobium cloacae
196,46429,Sphingobium chlorophenolicum
197,1673076,Sphingobium hydrophobicum
198,332056,Sphingobium japonicum
199,1332080,Sphingobium baderi
200,76947,Sphingobium herbicidovorans
201,336203,Sphingobium fuliginis
202,1054037,Sphingobium barthaii
203,332055,Sphingobium indicum
204,56193,Sphingobium chungbukense
205,595605,Sphingobium wenxiniae
206,2614943,unclassified Sphingopyxis
207,33050,Sphingopyxis macrogoltabida
208,33052,Sphingopyxis terrae
209,2054227,Sphingopyxis lindanitolerans
210,1515612,Sphingopyxis fribergensis
211,117207,Sphingopyxis alaskensis
212,267128,Sphingopyxis granuli
213,2644732,unclassified Novosphingobium
214,158500,Novosphingobium resinovorum
215,48935,Novosphingobium aromaticivorans
216,1176536,Novosphingobium ginsenosidimutans
217,205844,Novosphingobium pentaromativorans
218,2676235,unclassified Sphingosinithalassobacter
219,941907,Allosphingosinicella indica
220,2614947,unclassified Sphingorhabdus
221,392610,Sphingorhabdus lacus
222,2026624,Parasphingopyxis algicola
223,2621071,unclassified Parasphingopyxis
224,1850238,Rhizorhabdus dicambivorans
225,2626550,unclassified Blastomonas
226,1550728,Blastomonas fulva
227,1921510,Tardibacter chloracetimidivorans
228,2630544,unclassified Citromicrobium
229,2709689,unclassified Novosphingopyxis
230,2709687,unclassified Parasphingorhabdus
231,542,Zymomonas mobilis
232,1041,Erythrobacter
233,1111,Porphyrobacter
234,2614945,unclassified Altererythrobacter
235,1267766,Altererythrobacter atlanticus
236,361183,Altererythrobacter epoxidivorans
237,476157,Altererythrobacter ishigakiensis
238,692370,Tsuneonella dongtanensis
239,2338327,Tsuneonella amylolytica
240,1982042,Tsuneonella mangrovi
241,2055955,Tsuneonella flava
242,450378,Croceicoccus marinus
243,2629967,unclassified Croceicoccus
244,1348774,Croceicoccus naphthovorans
245,192812,Qipengyuania flava
246,1532023,Qipengyuania sediminis
247,266951,Qipengyuania seohaensis
248,502682,Aurantiacibacter gangjinensis
249,1648404,Aurantiacibacter atlanticus
250,543877,Pelagerythrobacter marensis
251,645517,Paraurantiacibacter namhicola
252,2644549,unclassified Sphingosinicella
253,335406,Sphingosinicella microcystinivorans
254,2634456,unclassified Sandaracinobacter
255,192,Azospirillum brasilense
256,2630922,unclassified Azospirillum
257,2202148,Azospirillum thermophilum
258,193,Azospirillum lipoferum
259,528244,Azospirillum thiophilum
260,682998,Azospirillum ramasamyi
261,286727,Azospirillum oryzae
262,1226968,Azospirillum humicireducens
263,1064539,Azospirillum baldaniorum
264,2632462,unclassified Skermanella
265,2233999,Skermanella pratensis
266,2602016,Hypericibacter adhaerens
267,2602015,Hypericibacter terrae
268,2617991,unclassified Magnetospirillum
269,55518,Magnetospirillum gryphiswaldense
270,84159,Magnetospirillum magneticum
271,34018,Rhodospirillum centenum
272,1085,Rhodospirillum rubrum
273,2594003,Ferrovibrio terrae
274,171437,Tistrella mobilis
275,28077,Nitrospirillum amazonense
276,2220096,Indioceanicola profundi
277,111831,Defluviicoccus vanus
278,2048283,Thalassospira marina
279,2648997,unclassified Thalassospira
280,1891279,Thalassospira indica
281,220697,Thalassospira xiamenensis
282,1612173,Niveispirillum cyanobacteriorum
283,1084,Pararhodospirillum photometricum
284,2685734,unclassified Magnetospira
285,1549855,Haematospirillum jordaniae
286,1263979,Candidatus Endolissoclinum faulkneri
287,2617492,unclassified Roseomonas
288,257708,Roseomonas gilardii
289,207340,Roseomonas mucosa
290,94,Stella humosa
291,28448,Komagataeibacter xylinus
292,265959,Komagataeibacter saccharivorans
293,436,Komagataeibacter hansenii
294,265960,Komagataeibacter nataicola
295,1177712,Komagataeibacter medellinensis
296,65958,Komagataeibacter oboediens
297,33995,Komagataeibacter europaeus
298,215221,Komagataeibacter rhaeticus
299,2639982,unclassified Roseococcus
300,62140,Acidiphilium multivorum
301,524,Acidiphilium cryptum
302,1484109,Lichenicola cladoniae
303,1969806,Acidibrevibacterium fodinaquatile
304,151157,Acetobacter subgen. Acetobacter
305,1076596,Acetobacter persici
306,2628570,unclassified Acetobacter
307,431306,Acetobacter ghanensis
308,438,Acetobacter pasteurianus
309,481146,Acetobacter ascendens
310,146474,Acetobacter orientalis
311,104102,Acetobacter tropicalis
312,446692,Acetobacter senegalensis
313,2500548,Acetobacter oryzoeni
314,1633874,Acetobacter oryzifermentans
315,65959,Acetobacter pomorum
316,33996,Gluconacetobacter diazotrophicus
317,442,Gluconobacter oxydans
318,318683,Gluconobacter albidus
319,574987,Gluconobacter sphaericus
320,257438,Gluconobacter thailandicus
321,364410,Granulibacter bethesdensis
322,320497,Neoasaia chiangmaiensis
323,153496,Kozakia baliensis
324,91915,Asaia bogorensis
325,2558360,Oecophyllibacter saccharovorans
326,2637697,unclassified Swingsia
327,1293412,Swingsia samuiensis
328,1510841,Parasaccharibacter apium
329,661191,Neokomagataea tanensis
330,2630218,unclassified Commensalibacter
331,2644098,unclassified Bombella
332,2762277,Entomobacter blattae
333,2614952,unclassified Terasakiella
334,246570,unclassified Paracoccus
335,1545044,Paracoccus sanguinis
336,1077935,Paracoccus zhejiangensis
337,147645,Paracoccus yeei
338,82367,Paracoccus pantotrophus
339,2560053,Paracoccus liaowanqingii
340,34004,Paracoccus aminovorans
341,266,Paracoccus denitrificans
342,2259340,Paracoccus suum
343,2065379,Paracoccus jeotgali
344,1945662,Paracoccus contaminans
345,34003,Paracoccus aminophilus
346,135740,Paracoccus kondratievae
347,1499308,Paracoccus mutanolyticus
348,59779,Paracoccus marcusii
349,135742,Paracoccus methylutens
350,196779,unclassified Rhodobacter
351,1061,Rhodobacter capsulatus
352,1075,Rhodobacter blasticus
353,1063,Cereibacter sphaeroides
354,196795,unclassified Sulfitobacter
355,1402135,Sulfitobacter pseudonitzschiae
356,83219,Sulfitobacter mediterraneus
357,60137,Sulfitobacter pontiacus
358,74349,Sulfitobacter guttiformis
359,2614913,unclassified Roseovarius
360,540747,Roseovarius indicus
361,2494550,Roseovarius faecimaris
362,215743,Roseovarius mucosus
363,1229727,Salipiger profundus
364,311180,Salipiger pacificus
365,2640570,unclassified Salipiger
366,2631432,unclassified Rhodovulum
367,35806,Rhodovulum sulfidophilum
368,991904,Polymorphum gilvum
369,1208324,Celeribacter indicus
370,1411902,Celeribacter manganoxidans
371,1758178,Celeribacter ethanolicus
372,875171,Celeribacter baekdonensis
373,1397108,Celeribacter marinus
374,2579971,Paraoceanicella profunda
375,60890,Phaeobacter gallaeciensis
376,221822,Phaeobacter inhibens
377,1580596,Phaeobacter piscinae
378,1844006,Phaeobacter porticola
379,2621772,unclassified Phaeobacter
380,1826607,Silicimonas algicola
381,1396826,Leisingera aquaemixtae
382,2614906,unclassified Leisingera
383,133924,Leisingera methylohalidivorans
384,2645183,unclassified Pontivivens
385,1549850,Thioclava electrotropha
386,1915078,Thioclava nitratireducens
387,2639302,unclassified Roseivivax
388,89184,Ruegeria pomeroyi
389,2625375,unclassified Ruegeria
390,2624628,unclassified Sagittula
391,1335048,Defluviimonas alba
392,2588711,Pelagovum pacificum
393,2494374,Tabrizicola piscis
394,1250539,Pelagibaca abyssi
395,42444,Marinovum algicola
396,1267768,Brevirhabdus pacifica
397,1891787,Roseobacter ponti
398,2434,Roseobacter denitrificans
399,42443,Roseobacter litoralis
400,2636157,unclassified Gemmobacter
401,561184,Mameliella alba
402,215813,Dinoroseobacter shibae
403,195105,Haematobacter massiliensis
404,92945,Ketogulonicigenium vulgare
405,92947,Ketogulonicigenium robustum
406,159346,Roseibacterium elongatum
407,196158,unclassified Octadecabacter
408,53946,Octadecabacter arcticus
409,1217908,Octadecabacter antarcticus
410,1458307,Octadecabacter temperatus
411,2649852,unclassified Actibacterium
412,2628660,unclassified Oceanicola
413,2613965,Pseudopuniceibacterium antarcticum
414,1537215,Pseudooceanicola algae
415,2637785,unclassified Monaibacterium
416,564137,Roseicitreum antarcticum
417,2633072,unclassified Thalassococcus
418,2645469,unclassified Jannaschia
419,2639808,unclassified Maribius
420,299262,Tateyamaria omphalii
421,379347,Epibacterium mobile
422,74033,Antarctobacter heliothermus
423,2599296,Qingshengfaniella alkalisoli
424,245188,Yoonia vestfoldensis
425,53501,Thalassobius gelatinovorus
426,441209,Rhodobaca barguzinensis
427,2634418,unclassified Boseongicola
428,1591409,Pseudohalocynthiibacter aestuariivivens
429,2500533,Pseudorhodobacter turbinis
430,2171755,Profundibacter amoris
431,1715691,Cognatishimia activa
432,2483033,Parasedimentitalea marina
433,2622455,unclassified Marivivens
434,1284658,Planktomarina temperata
435,1579316,Halocynthiibacter arcticus
436,2648921,unclassified Caulobacter
437,69666,Caulobacter mirabilis
438,155892,Caulobacter vibrioides
439,1679497,Caulobacter flavus
440,2708539,Caulobacter soli
441,2010972,Caulobacter rhizosphaerae
442,88688,Caulobacter segnis
443,69395,Caulobacter henricii
444,2622653,unclassified Brevundimonas
445,588932,Brevundimonas naejangsanensis
446,74313,Brevundimonas subvibrioides
447,74329,Brevundimonas mediterranea
448,293,Brevundimonas diminuta
449,41276,Brevundimonas vesicularis
450,1325724,Brevundimonas vancanneytii
451,2686094,Terricaulis silvestris
452,284016,Phenylobacterium zucineum
453,2201350,Phenylobacterium parvum
454,78587,Asticcacaulis excentricus
455,1940610,Phreatobacter stygius
456,1868589,Phreatobacter cathodiphilus
457,2570229,Phreatobacter sp. NMCR1094
458,349215,Micavibrio aeruginosavorus EPB
459,856793,Micavibrio aeruginosavorus ARL-13
460,767892,Candidatus Puniceispirillum marinum
461,2029849,Marinicauda algicola
462,74318,Maricaulis maris
463,1434191,Glycocaulis alkaliphilus
464,2638931,unclassified Hyphobacterium
465,2630699,unclassified Hyphomonas
466,2724,Hirschia baltica
467,949,Anaplasma platys
468,770,Anaplasma marginale
469,106179,phagocytophilum group
470,769,Anaplasma centrale
471,142058,Anaplasma ovis
472,953,Wolbachia
473,106178,canis group
474,106181,unclassified Ehrlichia
475,33994,Neorickettsia helminthoeca
476,950,Neorickettsia risticii
477,2686014,Neorickettsia findlayensis
478,951,Neorickettsia sennetsu
479,780,Rickettsia
480,69474,Orientia
481,2601645,Candidatus Sneabacter
482,2115978,Candidatus Phycorickettsia trachydisci
483,234827,Candidatus Midichloria mitochondrii
484,1802984,Candidatus Fokinia solitaria
485,2486578,Rickettsiales endosymbiont of Stachyamoeba lipophora
486,2163644,Candidatus Deianiraea vastatrix
487,2043170,Paremcibacter congregatus
488,2582913,Luteithermobacter gelatinilyticus
489,208216,Parvularcula bermudensis
490,2066024,Candidatus Cytomitobacter primus
491,2601575,Candidatus Cytomitobacter indipagum
492,2601668,Candidatus Nesciobacter abundans
493,86106,endosymbiont of Acanthamoeba sp. UWC8
494,91604,Candidatus Paracaedibacter acanthamoebae
495,1509244,Candidatus Nucleicultrix amoebiphila
496,1124597,Magnetococcus marinus
497,451514,Candidatus Magnetococcus massalia
498,2647897,unclassified Candidatus Pelagibacter
499,198252,Candidatus Pelagibacter ubique
500,2563896,Candidatus Pelagibacter giovannonii
501,1925548,Candidatus Fonsibacter ubiquis
502,2161677,Kordiimonas pumila
503,663243,unclassified Variovorax
504,34073,Variovorax paradoxus
505,436515,Variovorax boronicumulans
506,2610897,unclassified Hydrogenophaga
507,47421,Hydrogenophaga pseudoflava
508,1763535,Hydrogenophaga crassostreae
509,2684926,unclassified Acidovorax
510,80867,Acidovorax avenae
511,1926868,Acidovorax monticola
512,2743470,Acidovorax antarcticus
513,553814,Acidovorax carolinensis
514,80869,Acidovorax citrulli
515,80868,Acidovorax cattleyae
516,721785,Acidovorax ebreus
517,94132,Ramlibacter tataouinensis
518,2627954,unclassified Rhodoferax
519,1842727,Rhodoferax koreense
520,2509614,Rhodoferax sediminis
521,192843,Rhodoferax ferrireducens
522,1484693,Rhodoferax saidenbachensis
523,81479,Rhodoferax antarcticus
524,2638500,unclassified Comamonas
525,1082851,Comamonas serinivorans
526,285,Comamonas testosteroni
527,225991,Comamonas aquatica
528,160825,Comamonas koreensis
529,1562974,Comamonas piscis
530,363952,Comamonas thiooxydans
531,225992,Comamonas kerstersii
532,2638319,unclassified Polaromonas
533,216465,Polaromonas naphthalenivorans
534,37448,Polaromonas vacuolata
535,215580,Schlegelella thermodepolymerans
536,2649760,unclassified Diaphorobacter
537,1715720,Diaphorobacter ruginosibacter
538,1288495,Diaphorobacter aerolatus
539,1546149,Diaphorobacter polyhydroxybutyrativorans
540,2632542,unclassified Kinneretia
541,80866,Delftia acidovorans
542,2613839,unclassified Delftia
543,558537,Delftia lacustris
544,180282,Delftia tsuruhatensis
545,2645081,unclassified Ottowia
546,2109914,Ottowia oryzae
547,179636,Alicycliphilus denitrificans
548,1458426,Serpentinomonas mccroryi
549,1458425,Serpentinomonas raichei
550,80880,Hylemonella gracilis
551,364317,Verminephrobacter eiseniae
552,2641902,unclassified Melaminivora
553,2116657,Pulveribacter suum
554,2109915,Simplicispira suum
555,2626134,unclassified Limnohabitans
556,2685271,unclassified Curvibacter
557,1436290,Candidatus Symbiobacter mobilis
558,87882,Burkholderia cepacia complex
559,2613784,unclassified Burkholderia
560,111527,pseudomallei group
561,28095,Burkholderia gladioli
562,41899,Burkholderia plantarii
563,337,Burkholderia glumae
564,164546,Cupriavidus taiwanensis
565,82633,Cupriavidus pauculus
566,106590,Cupriavidus necator
567,96344,Cupriavidus oxalaticus
568,68895,Cupriavidus basilensis
569,151783,Cupriavidus campinensis
570,119219,Cupriavidus metallidurans
571,248026,Cupriavidus pinatubonensis
572,82541,Cupriavidus gilardii
573,2640874,unclassified Cupriavidus
574,1040979,Cupriavidus neocaledonicus
575,1796606,Cupriavidus nantongensis
576,367825,Cupriavidus malaysiensis
577,2615204,unclassified Paraburkholderia
578,2026199,Paraburkholderia aromaticivorans
579,75105,Paraburkholderia caribensis
580,2571748,Paraburkholderia acidisoli
581,92647,Paraburkholderia tropica
582,2571747,Paraburkholderia acidiphila
583,261302,Paraburkholderia phytofirmans
584,2654982,Paraburkholderia atlantica
585,148447,Paraburkholderia phymatum
586,134537,Paraburkholderia fungorum
587,948107,Paraburkholderia sprentiae
588,420953,Paraburkholderia megapolitana
589,252970,Paraburkholderia phenoliruptrix
590,169427,Paraburkholderia terricola
591,60548,Paraburkholderia graminis
592,134536,Paraburkholderia caledonica
593,311231,Paraburkholderia ginsengisoli
594,2211211,Paraburkholderia dokdonella
595,169430,Paraburkholderia hospita
596,1761016,Paraburkholderia caffeinilytica
597,36873,Paraburkholderia xenovorans
598,265293,Paraburkholderia acidophila
599,311230,Paraburkholderia terrae
600,305,Ralstonia solanacearum
601,329,Ralstonia pickettii
602,190721,Ralstonia insidiosa
603,105219,Ralstonia mannitolilytica
604,1310165,Ralstonia pseudosolanacearum
605,209769,unclassified Ralstonia
606,28097,Ralstonia syzygii
607,93220,Pandoraea pnomenusa
608,93221,Pandoraea pulmonicola
609,445709,Pandoraea thiooxydans
610,2624094,unclassified Pandoraea
611,656178,Pandoraea vervacti
612,93219,Pandoraea norimbergensis
613,656179,Pandoraea faecigallinarum
614,93218,Pandoraea apista
615,1891094,Pandoraea fibrosis
616,573737,Pandoraea oxalativorans
617,93222,Pandoraea sputorum
618,2646786,unclassified Caballeronia
619,758793,Caballeronia insecticola
620,47671,Lautropia mirabilis
621,2594795,Chitinimonas arctica
622,412963,Mycetohabitans rhizoxinica
623,576610,Polynucleobacter necessarius
624,556054,Polynucleobacter difficilis
625,576611,Polynucleobacter asymbioticus
626,2640945,unclassified Polynucleobacter
627,556053,Polynucleobacter acidiphobus
628,2527775,Polynucleobacter paneuropaeus
629,1835254,Polynucleobacter duraquae
630,1743168,Polynucleobacter wuianus
631,2630203,unclassified Limnobacter
632,1553431,Mycoavidus cysteinexigens
633,2649241,unclassified Mycoavidus
634,2268024,Ephemeroptericola cinctiostellae
635,2640088,unclassified Rhizobacter
636,946333,Rhizobacter gummiphilus
637,105560,Methylibium petroleiphilum
638,2633235,unclassified Methylibium
639,28068,Rubrivivax gelatinosus
640,34029,Leptothrix cholodnii
641,2625466,unclassified Thiomonas
642,926,Thiomonas intermedia
643,426114,Thiomonas arsenitoxydans
644,34103,Sphaerotilus natans
645,2648776,unclassified Mitsuaria
646,2697032,Xylophilus rhododendri
647,1296669,Aquabacterium olei
648,76731,Roseateles depolymerans
649,392593,Inhella inkyongensis
650,2642959,unclassified Paucibacter
651,2630031,unclassified Bordetella
652,463014,Bordetella flabilis
653,463025,Bordetella bronchialis
654,463040,Bordetella genomosp. 13
655,1416806,Bordetella genomosp. 8
656,1416803,Bordetella genomosp. 9
657,103855,Bordetella hinzii
658,94624,Bordetella petrii
659,123899,Bordetella trematum
660,1331258,Bordetella pseudohinzii
661,518,Bordetella bronchiseptica
662,35814,Bordetella holmesii
663,521,Bordetella avium
664,463024,Bordetella genomosp. 6
665,520,Bordetella pertussis
666,519,Bordetella parapertussis
667,85698,Achromobacter xylosoxidans
668,2626865,unclassified Achromobacter
669,217203,Achromobacter spanius
670,32002,Achromobacter denitrificans
671,217204,Achromobacter insolitus
672,1353889,Achromobacter pestifer
673,1353891,Achromobacter deleyi
674,72557,Achromobacter ruhlandii
675,2626614,unclassified Pigmentiphaga
676,1940612,Pigmentiphaga aceris
677,75697,Castellaniella defragrans
678,1851544,Orrella dioscoreae
679,2028345,Pusillimonas thiosulfatoxidans
680,2640016,unclassified Pusillimonas
681,511,Alcaligenes faecalis
682,259357,unclassified Alcaligenes
683,323284,Alcaligenes aquatilis
684,206506,Kerstersia gyiorum
685,310575,Advenella kashmirensis
686,302406,Advenella mimigardefordensis
687,2163011,Algicoccus marinus
688,90245,Oligella urethralis
689,90244,Oligella ureolytica
690,1472345,Basilea psittacipulmonis
691,643674,Paenalcaligenes hominis
692,29575,Taylorella equigenitalis
693,84590,Taylorella asinigenitalis
694,2652177,Pelistega ratti
695,2609279,unclassified Massilia
696,1141883,Massilia putida
697,871742,Massilia flava
698,945844,Massilia oculi
699,864828,Massilia umbonata
700,321985,Massilia lutea
701,321983,Massilia albidiflava
702,2072590,Massilia armeniaca
703,321984,Massilia plicata
704,2045208,Massilia violaceinigra
705,2014887,Herbaspirillum robiniae
706,964,Herbaspirillum seropedicae
707,341045,Herbaspirillum hiltneri
708,80842,Herbaspirillum rubrisubalbicans
709,863372,Herbaspirillum huttiense
710,92645,Herbaspirillum frisingense
711,2624150,unclassified Herbaspirillum
712,2610881,unclassified Janthinobacterium
713,55508,Janthinobacterium agaricidamnosum
714,2590869,Janthinobacterium tructae
715,368607,Janthinobacterium svalbardensis
716,29581,Janthinobacterium lividum
717,2636909,unclassified Duganella
718,158899,Collimonas fungivorans
719,279058,Collimonas arenae
720,279113,Collimonas pratensis
721,2617509,unclassified Noviherbaspirillum
722,2630295,unclassified Undibacterium
723,401471,Undibacterium parvum
724,1809410,Herminiimonas arsenitoxidans
725,2644401,unclassified Glaciimonas
726,847,Oxalobacter formigenes
727,2494234,Sutterella megalosphaeroides
728,2584944,Sutterella faecalis
729,40545,Sutterella wadsworthensis
730,1796652,Turicimonas muris
731,2629479,unclassified Azoarcus
732,418699,Azoarcus olearius
733,2067960,Azoarcus pumilus
734,41977,Azoarcus communis
735,2609274,unclassified Thauera
736,1134435,Thauera humireducens
737,96773,Thauera chlorobenzoica
738,59405,Thauera aromatica
739,2184083,Thauera hydrothermalis
740,76116,Aromatoleum petrolei
741,76115,Aromatoleum bremense
742,551760,Aromatoleum aromaticum
743,404405,Azospira restricta
744,2609269,unclassified Azospira
745,146939,Azospira oryzae
746,2648924,unclassified Niveibacterium
747,1735038,Oryzomicrobium terrae
748,1565605,Rugosibacter aromaticivorans
749,2633351,unclassified Dechloromonas
750,259537,Dechloromonas aromatica
751,1751046,Fluviibacter phosphoraccumulans
752,2732067,Usitatibacter rugosus
753,2732487,Usitatibacter palustris
754,2609272,unclassified Denitratisoma
755,311182,Denitratisoma oestradiolicum
756,748811,Sulfuritalea hydrogenivorans
757,2639971,unclassified Methyloversatilis
758,157592,Sterolibacterium denitrificans
759,44574,Nitrosomonas communis
760,44577,Nitrosomonas ureae
761,2609265,unclassified Nitrosomonas
762,915,Nitrosomonas europaea
763,916,Nitrosomonas eutropha
764,1444684,Nitrosomonas stercoris
765,1231,Nitrosospira multiformis
766,1288494,Nitrosospira lacus
767,35799,Nitrosospira briensis
768,36861,Thiobacillus denitrificans
769,1914471,Sulfuritortus calidifontis
770,171865,Sulfuriferula plumbiphila
771,2637784,unclassified Sulfuriferula
772,2675298,Sulfuriferula nivalis
773,2715678,Sulfurimicrobium lacus
774,649841,Sulfuricella denitrificans
775,63745,Sideroxydans lithotrophicus
776,1188319,Ferriphaselus amnicola
777,370405,Gallionella capsiferriformans
778,2647919,unclassified Candidatus Nitrotoga
779,2634027,unclassified Methylovorus
780,266009,Methylovorus glucosotrophus
781,405,Methylobacillus flagellatus
782,2588534,Methylophilus medardicus
783,2630143,unclassified Methylophilus
784,2588536,Candidatus Methylopumilus universalis
