Id,Label,taxonName
211,56193,Sphingobium chungbukense
212,2644732,unclassified Novosphingobium
213,158500,Novosphingobium resinovorum
214,48935,Novosphingobium aromaticivorans
215,1176536,Novosphingobium ginsenosidimutans
216,205844,Novosphingobium pentaromativorans
217,941907,Allosphingosinicella indica
218,2676235,unclassified Sphingosinithalassobacter
219,2614947,unclassified Sphingorhabdus
220,392610,Sphingorhabdus lacus
221,2026624,Parasphingopyxis algicola
222,2621071,unclassified Parasphingopyxis
223,1850238,Rhizorhabdus dicambivorans
224,2626550,unclassified Blastomonas
225,1550728,Blastomonas fulva
226,1921510,Tardibacter chloracetimidivorans
227,2630544,unclassified Citromicrobium
228,2709689,unclassified Novosphingopyxis
229,2709687,unclassified Parasphingorhabdus
230,542,Zymomonas mobilis
231,1041,Erythrobacter
232,1111,Porphyrobacter
233,2614945,unclassified Altererythrobacter
234,1267766,Altererythrobacter atlanticus
235,361183,Altererythrobacter epoxidivorans
236,476157,Altererythrobacter ishigakiensis
237,692370,Tsuneonella dongtanensis
238,2338327,Tsuneonella amylolytica
239,1982042,Tsuneonella mangrovi
240,2055955,Tsuneonella flava
241,450378,Croceicoccus marinus
242,2629967,unclassified Croceicoccus
243,1348774,Croceicoccus naphthovorans
244,1532023,Qipengyuania sediminis
245,192812,Qipengyuania flava
246,266951,Qipengyuania seohaensis
247,502682,Aurantiacibacter gangjinensis
248,1648404,Aurantiacibacter atlanticus
249,645517,Paraurantiacibacter namhicola
250,543877,Pelagerythrobacter marensis
251,2644549,unclassified Sphingosinicella
252,335406,Sphingosinicella microcystinivorans
253,2634456,unclassified Sandaracinobacter
254,246570,unclassified Paracoccus
255,2560053,Paracoccus liaowanqingii
256,147645,Paracoccus yeei
257,1545044,Paracoccus sanguinis
258,1077935,Paracoccus zhejiangensis
259,82367,Paracoccus pantotrophus
260,266,Paracoccus denitrificans
261,34004,Paracoccus aminovorans
262,2065379,Paracoccus jeotgali
263,1945662,Paracoccus contaminans
264,2259340,Paracoccus suum
265,34003,Paracoccus aminophilus
266,135740,Paracoccus kondratievae
267,59779,Paracoccus marcusii
268,225362,Paracoccus haeundaensis
269,1499308,Paracoccus mutanolyticus
270,453842,Paracoccus aestuarii
271,135742,Paracoccus methylutens
272,196779,unclassified Rhodobacter
273,1061,Rhodobacter capsulatus
274,1075,Rhodobacter blasticus
275,1063,Cereibacter sphaeroides
276,196795,unclassified Sulfitobacter
277,1402135,Sulfitobacter pseudonitzschiae
278,83219,Sulfitobacter mediterraneus
279,60137,Sulfitobacter pontiacus
280,74349,Sulfitobacter guttiformis
281,2614913,unclassified Roseovarius
282,540747,Roseovarius indicus
283,2494550,Roseovarius faecimaris
284,215743,Roseovarius mucosus
285,1229727,Salipiger profundus
286,311180,Salipiger pacificus
287,2640570,unclassified Salipiger
288,1208324,Celeribacter indicus
289,1411902,Celeribacter manganoxidans
290,1758178,Celeribacter ethanolicus
291,875171,Celeribacter baekdonensis
292,1397108,Celeribacter marinus
293,2631432,unclassified Rhodovulum
294,35806,Rhodovulum sulfidophilum
295,2579971,Paraoceanicella profunda
296,991904,Polymorphum gilvum
297,60890,Phaeobacter gallaeciensis
298,221822,Phaeobacter inhibens
299,1580596,Phaeobacter piscinae
300,1844006,Phaeobacter porticola
301,2621772,unclassified Phaeobacter
302,1396826,Leisingera aquaemixtae
303,2614906,unclassified Leisingera
304,133924,Leisingera methylohalidivorans
305,1549850,Thioclava electrotropha
306,1915078,Thioclava nitratireducens
307,2639302,unclassified Roseivivax
308,2625375,unclassified Ruegeria
309,89184,Ruegeria pomeroyi
310,1335048,Defluviimonas alba
311,2645183,unclassified Pontivivens
312,1826607,Silicimonas algicola
313,2624628,unclassified Sagittula
314,2588711,Pelagovum pacificum
315,42444,Marinovum algicola
316,1250539,Pelagibaca abyssi
317,561184,Mameliella alba
318,92945,Ketogulonicigenium vulgare
319,92947,Ketogulonicigenium robustum
320,215813,Dinoroseobacter shibae
321,2494374,Tabrizicola piscis
322,1267768,Brevirhabdus pacifica
323,195105,Haematobacter massiliensis
324,2613965,Pseudopuniceibacterium antarcticum
325,1891787,Roseobacter ponti
326,2434,Roseobacter denitrificans
327,42443,Roseobacter litoralis
328,196158,unclassified Octadecabacter
329,53946,Octadecabacter arcticus
330,1217908,Octadecabacter antarcticus
331,1458307,Octadecabacter temperatus
332,2636157,unclassified Gemmobacter
333,2649852,unclassified Actibacterium
334,159346,Roseibacterium elongatum
335,2628660,unclassified Oceanicola
336,564137,Roseicitreum antarcticum
337,2637785,unclassified Monaibacterium
338,2639808,unclassified Maribius
339,1537215,Pseudooceanicola algae
340,2633072,unclassified Thalassococcus
341,245188,Yoonia vestfoldensis
342,74033,Antarctobacter heliothermus
343,2645469,unclassified Jannaschia
344,2599296,Qingshengfaniella alkalisoli
345,379347,Epibacterium mobile
346,299262,Tateyamaria omphalii
347,2634418,unclassified Boseongicola
348,2500533,Pseudorhodobacter turbinis
349,53501,Thalassobius gelatinovorus
350,441209,Rhodobaca barguzinensis
351,1591409,Pseudohalocynthiibacter aestuariivivens
352,2171755,Profundibacter amoris
353,1715691,Cognatishimia activa
354,2483033,Parasedimentitalea marina
355,2622455,unclassified Marivivens
356,1579316,Halocynthiibacter arcticus
357,1284658,Planktomarina temperata
358,192,Azospirillum brasilense
359,2630922,unclassified Azospirillum
360,2202148,Azospirillum thermophilum
361,193,Azospirillum lipoferum
362,528244,Azospirillum thiophilum
363,682998,Azospirillum ramasamyi
364,1226968,Azospirillum humicireducens
365,286727,Azospirillum oryzae
366,1064539,Azospirillum baldaniorum
367,2632462,unclassified Skermanella
368,2233999,Skermanella pratensis
369,2602015,Hypericibacter terrae
370,2602016,Hypericibacter adhaerens
371,2617991,unclassified Magnetospirillum
372,55518,Magnetospirillum gryphiswaldense
373,84159,Magnetospirillum magneticum
374,34018,Rhodospirillum centenum
375,1085,Rhodospirillum rubrum
376,2594003,Ferrovibrio terrae
377,28077,Nitrospirillum amazonense
378,171437,Tistrella mobilis
379,2220096,Indioceanicola profundi
380,2048283,Thalassospira marina
381,2648997,unclassified Thalassospira
382,1891279,Thalassospira indica
383,220697,Thalassospira xiamenensis
384,111831,Defluviicoccus vanus
385,1612173,Niveispirillum cyanobacteriorum
386,1084,Pararhodospirillum photometricum
387,2685734,unclassified Magnetospira
388,1549855,Haematospirillum jordaniae
389,1263979,Candidatus Endolissoclinum faulkneri
390,2617492,unclassified Roseomonas
391,257708,Roseomonas gilardii
392,207340,Roseomonas mucosa
393,94,Stella humosa
394,28448,Komagataeibacter xylinus
395,265959,Komagataeibacter saccharivorans
396,436,Komagataeibacter hansenii
397,265960,Komagataeibacter nataicola
398,65958,Komagataeibacter oboediens
399,33995,Komagataeibacter europaeus
400,1177712,Komagataeibacter medellinensis
401,215221,Komagataeibacter rhaeticus
402,2639982,unclassified Roseococcus
403,62140,Acidiphilium multivorum
404,524,Acidiphilium cryptum
405,151157,Acetobacter subgen. Acetobacter
406,2628570,unclassified Acetobacter
407,1076596,Acetobacter persici
408,431306,Acetobacter ghanensis
409,438,Acetobacter pasteurianus
410,146474,Acetobacter orientalis
411,481146,Acetobacter ascendens
412,104102,Acetobacter tropicalis
413,446692,Acetobacter senegalensis
414,2500548,Acetobacter oryzoeni
415,1633874,Acetobacter oryzifermentans
416,65959,Acetobacter pomorum
417,1484109,Lichenicola cladoniae
418,1969806,Acidibrevibacterium fodinaquatile
419,442,Gluconobacter oxydans
420,318683,Gluconobacter albidus
421,574987,Gluconobacter sphaericus
422,257438,Gluconobacter thailandicus
423,33996,Gluconacetobacter diazotrophicus
424,364410,Granulibacter bethesdensis
425,320497,Neoasaia chiangmaiensis
426,153496,Kozakia baliensis
427,91915,Asaia bogorensis
428,2558360,Oecophyllibacter saccharovorans
429,1510841,Parasaccharibacter apium
430,2637697,unclassified Swingsia
431,1293412,Swingsia samuiensis
432,661191,Neokomagataea tanensis
433,2630218,unclassified Commensalibacter
434,2644098,unclassified Bombella
435,2762277,Entomobacter blattae
436,2614952,unclassified Terasakiella
437,2622653,unclassified Brevundimonas
438,588932,Brevundimonas naejangsanensis
439,74329,Brevundimonas mediterranea
440,41276,Brevundimonas vesicularis
441,74313,Brevundimonas subvibrioides
442,293,Brevundimonas diminuta
443,1325724,Brevundimonas vancanneytii
444,69666,Caulobacter mirabilis
445,2648921,unclassified Caulobacter
446,155892,Caulobacter vibrioides
447,1679497,Caulobacter flavus
448,2010972,Caulobacter rhizosphaerae
449,2708539,Caulobacter soli
450,88688,Caulobacter segnis
451,69395,Caulobacter henricii
452,284016,Phenylobacterium zucineum
453,2201350,Phenylobacterium parvum
454,2686094,Terricaulis silvestris
455,78587,Asticcacaulis excentricus
456,1940610,Phreatobacter stygius
457,1868589,Phreatobacter cathodiphilus
458,2570229,Phreatobacter sp. NMCR1094
459,349215,Micavibrio aeruginosavorus EPB
460,856793,Micavibrio aeruginosavorus ARL-13
461,767892,Candidatus Puniceispirillum marinum
462,2029849,Marinicauda algicola
463,1434191,Glycocaulis alkaliphilus
464,74318,Maricaulis maris
465,2638931,unclassified Hyphobacterium
466,2630699,unclassified Hyphomonas
467,2724,Hirschia baltica
468,2582913,Luteithermobacter gelatinilyticus
469,2043170,Paremcibacter congregatus
470,953,Wolbachia
471,770,Anaplasma marginale
472,142058,Anaplasma ovis
473,949,Anaplasma platys
474,106179,phagocytophilum group
475,769,Anaplasma centrale
476,106178,canis group
477,951,Neorickettsia sennetsu
478,33994,Neorickettsia helminthoeca
479,2686014,Neorickettsia findlayensis
480,950,Neorickettsia risticii
481,780,Rickettsia
482,69474,Orientia
483,2601645,Candidatus Sneabacter
484,2115978,Candidatus Phycorickettsia trachydisci
485,1802984,Candidatus Fokinia solitaria
486,234827,Candidatus Midichloria mitochondrii
487,2486578,Rickettsiales endosymbiont of Stachyamoeba lipophora
488,2163644,Candidatus Deianiraea vastatrix
489,208216,Parvularcula bermudensis
490,91604,Candidatus Paracaedibacter acanthamoebae
491,2066024,Candidatus Cytomitobacter primus
492,2601575,Candidatus Cytomitobacter indipagum
493,86106,endosymbiont of Acanthamoeba sp. UWC8
494,2601668,Candidatus Nesciobacter abundans
495,1509244,Candidatus Nucleicultrix amoebiphila
496,1124597,Magnetococcus marinus
497,2647897,unclassified Candidatus Pelagibacter
498,198252,Candidatus Pelagibacter ubique
499,2563896,Candidatus Pelagibacter giovannonii
500,1925548,Candidatus Fonsibacter ubiquis
501,2161677,Kordiimonas pumila
502,945844,Massilia oculi
503,2609279,unclassified Massilia
504,321985,Massilia lutea
505,1141883,Massilia putida
506,321983,Massilia albidiflava
507,864828,Massilia umbonata
508,871742,Massilia flava
509,2045208,Massilia violaceinigra
510,2072590,Massilia armeniaca
511,321984,Massilia plicata
512,2610881,unclassified Janthinobacterium
513,55508,Janthinobacterium agaricidamnosum
514,368607,Janthinobacterium svalbardensis
515,2590869,Janthinobacterium tructae
516,29581,Janthinobacterium lividum
517,2636909,unclassified Duganella
518,2014887,Herbaspirillum robiniae
519,341045,Herbaspirillum hiltneri
520,964,Herbaspirillum seropedicae
521,92645,Herbaspirillum frisingense
522,80842,Herbaspirillum rubrisubalbicans
523,863372,Herbaspirillum huttiense
524,2624150,unclassified Herbaspirillum
525,158899,Collimonas fungivorans
526,279058,Collimonas arenae
527,279113,Collimonas pratensis
528,2617509,unclassified Noviherbaspirillum
529,2630295,unclassified Undibacterium
530,401471,Undibacterium parvum
531,1809410,Herminiimonas arsenitoxidans
532,2644401,unclassified Glaciimonas
533,847,Oxalobacter formigenes
534,663243,unclassified Variovorax
535,34073,Variovorax paradoxus
536,436515,Variovorax boronicumulans
537,2684926,unclassified Acidovorax
538,80867,Acidovorax avenae
539,2743470,Acidovorax antarcticus
540,1926868,Acidovorax monticola
541,553814,Acidovorax carolinensis
542,80869,Acidovorax citrulli
543,80868,Acidovorax cattleyae
544,721785,Acidovorax ebreus
545,2610897,unclassified Hydrogenophaga
546,47421,Hydrogenophaga pseudoflava
547,1763535,Hydrogenophaga crassostreae
548,94132,Ramlibacter tataouinensis
549,2627954,unclassified Rhodoferax
550,1842727,Rhodoferax koreense
551,2509614,Rhodoferax sediminis
552,1484693,Rhodoferax saidenbachensis
553,192843,Rhodoferax ferrireducens
554,81479,Rhodoferax antarcticus
555,285,Comamonas testosteroni
556,1082851,Comamonas serinivorans
557,2638500,unclassified Comamonas
558,225991,Comamonas aquatica
559,160825,Comamonas koreensis
560,1562974,Comamonas piscis
561,363952,Comamonas thiooxydans
562,225992,Comamonas kerstersii
563,2638319,unclassified Polaromonas
564,216465,Polaromonas naphthalenivorans
565,37448,Polaromonas vacuolata
566,2649760,unclassified Diaphorobacter
567,1715720,Diaphorobacter ruginosibacter
568,1288495,Diaphorobacter aerolatus
569,1546149,Diaphorobacter polyhydroxybutyrativorans
570,80866,Delftia acidovorans
571,2613839,unclassified Delftia
572,558537,Delftia lacustris
573,180282,Delftia tsuruhatensis
574,215580,Schlegelella thermodepolymerans
575,2632542,unclassified Kinneretia
576,2645081,unclassified Ottowia
577,2109914,Ottowia oryzae
578,179636,Alicycliphilus denitrificans
579,1458426,Serpentinomonas mccroryi
580,1458425,Serpentinomonas raichei
581,2116657,Pulveribacter suum
582,2641902,unclassified Melaminivora
583,364317,Verminephrobacter eiseniae
584,80880,Hylemonella gracilis
585,2109915,Simplicispira suum
586,2626134,unclassified Limnohabitans
587,2685271,unclassified Curvibacter
588,1436290,Candidatus Symbiobacter mobilis
589,87882,Burkholderia cepacia complex
590,2613784,unclassified Burkholderia
591,111527,pseudomallei group
592,28095,Burkholderia gladioli
593,41899,Burkholderia plantarii
594,337,Burkholderia glumae
595,164546,Cupriavidus taiwanensis
596,82633,Cupriavidus pauculus
597,106590,Cupriavidus necator
598,96344,Cupriavidus oxalaticus
599,68895,Cupriavidus basilensis
600,119219,Cupriavidus metallidurans
601,151783,Cupriavidus campinensis
602,248026,Cupriavidus pinatubonensis
603,1040979,Cupriavidus neocaledonicus
604,82541,Cupriavidus gilardii
605,2640874,unclassified Cupriavidus
606,1796606,Cupriavidus nantongensis
607,367825,Cupriavidus malaysiensis
608,2615204,unclassified Paraburkholderia
609,2026199,Paraburkholderia aromaticivorans
610,2571748,Paraburkholderia acidisoli
611,75105,Paraburkholderia caribensis
612,92647,Paraburkholderia tropica
613,261302,Paraburkholderia phytofirmans
614,2571747,Paraburkholderia acidiphila
615,148447,Paraburkholderia phymatum
616,169427,Paraburkholderia terricola
617,2654982,Paraburkholderia atlantica
618,134537,Paraburkholderia fungorum
619,420953,Paraburkholderia megapolitana
620,948107,Paraburkholderia sprentiae
621,252970,Paraburkholderia phenoliruptrix
622,60548,Paraburkholderia graminis
623,311231,Paraburkholderia ginsengisoli
624,36873,Paraburkholderia xenovorans
625,134536,Paraburkholderia caledonica
626,1761016,Paraburkholderia caffeinilytica
627,169430,Paraburkholderia hospita
628,2211211,Paraburkholderia dokdonella
629,265293,Paraburkholderia acidophila
630,311230,Paraburkholderia terrae
631,305,Ralstonia solanacearum
632,329,Ralstonia pickettii
633,190721,Ralstonia insidiosa
634,105219,Ralstonia mannitolilytica
635,1310165,Ralstonia pseudosolanacearum
636,28097,Ralstonia syzygii
637,209769,unclassified Ralstonia
638,93220,Pandoraea pnomenusa
639,445709,Pandoraea thiooxydans
640,93221,Pandoraea pulmonicola
641,656178,Pandoraea vervacti
642,2624094,unclassified Pandoraea
643,93219,Pandoraea norimbergensis
644,656179,Pandoraea faecigallinarum
645,93218,Pandoraea apista
646,1891094,Pandoraea fibrosis
647,573737,Pandoraea oxalativorans
648,93222,Pandoraea sputorum
649,2646786,unclassified Caballeronia
650,758793,Caballeronia insecticola
651,47671,Lautropia mirabilis
652,2594795,Chitinimonas arctica
653,412963,Mycetohabitans rhizoxinica
654,576610,Polynucleobacter necessarius
655,556054,Polynucleobacter difficilis
656,556053,Polynucleobacter acidiphobus
657,576611,Polynucleobacter asymbioticus
658,2527775,Polynucleobacter paneuropaeus
659,2640945,unclassified Polynucleobacter
660,1835254,Polynucleobacter duraquae
661,1743168,Polynucleobacter wuianus
662,2630203,unclassified Limnobacter
663,1553431,Mycoavidus cysteinexigens
664,2649241,unclassified Mycoavidus
665,2268024,Ephemeroptericola cinctiostellae
666,85698,Achromobacter xylosoxidans
667,217203,Achromobacter spanius
668,2626865,unclassified Achromobacter
669,32002,Achromobacter denitrificans
670,217204,Achromobacter insolitus
671,1353889,Achromobacter pestifer
672,1353891,Achromobacter deleyi
673,72557,Achromobacter ruhlandii
674,2630031,unclassified Bordetella
675,463040,Bordetella genomosp. 13
676,1416806,Bordetella genomosp. 8
677,463025,Bordetella bronchialis
678,1416803,Bordetella genomosp. 9
679,463014,Bordetella flabilis
680,94624,Bordetella petrii
681,103855,Bordetella hinzii
682,123899,Bordetella trematum
683,1331258,Bordetella pseudohinzii
684,518,Bordetella bronchiseptica
685,521,Bordetella avium
686,35814,Bordetella holmesii
687,463024,Bordetella genomosp. 6
688,520,Bordetella pertussis
689,519,Bordetella parapertussis
690,2626614,unclassified Pigmentiphaga
691,1940612,Pigmentiphaga aceris
692,75697,Castellaniella defragrans
693,1851544,Orrella dioscoreae
694,511,Alcaligenes faecalis
695,259357,unclassified Alcaligenes
696,323284,Alcaligenes aquatilis
697,2028345,Pusillimonas thiosulfatoxidans
698,2640016,unclassified Pusillimonas
699,310575,Advenella kashmirensis
700,302406,Advenella mimigardefordensis
701,206506,Kerstersia gyiorum
702,2163011,Algicoccus marinus
703,90244,Oligella ureolytica
704,90245,Oligella urethralis
705,643674,Paenalcaligenes hominis
706,1472345,Basilea psittacipulmonis
707,2652177,Pelistega ratti
708,29575,Taylorella equigenitalis
709,84590,Taylorella asinigenitalis
710,946333,Rhizobacter gummiphilus
711,2640088,unclassified Rhizobacter
712,105560,Methylibium petroleiphilum
713,2633235,unclassified Methylibium
714,28068,Rubrivivax gelatinosus
715,34029,Leptothrix cholodnii
716,2625466,unclassified Thiomonas
717,926,Thiomonas intermedia
718,426114,Thiomonas arsenitoxydans
719,2648776,unclassified Mitsuaria
720,34103,Sphaerotilus natans
721,2697032,Xylophilus rhododendri
722,1296669,Aquabacterium olei
723,76731,Roseateles depolymerans
724,392593,Inhella inkyongensis
725,2642959,unclassified Paucibacter
726,2494234,Sutterella megalosphaeroides
727,2584944,Sutterella faecalis
728,40545,Sutterella wadsworthensis
729,1796652,Turicimonas muris
730,2732067,Usitatibacter rugosus
731,2732487,Usitatibacter palustris
732,44574,Nitrosomonas communis
733,44577,Nitrosomonas ureae
734,2609265,unclassified Nitrosomonas
735,915,Nitrosomonas europaea
736,916,Nitrosomonas eutropha
737,1444684,Nitrosomonas stercoris
738,1231,Nitrosospira multiformis
739,1288494,Nitrosospira lacus
740,35799,Nitrosospira briensis
741,2609272,unclassified Denitratisoma
742,311182,Denitratisoma oestradiolicum
743,748811,Sulfuritalea hydrogenivorans
744,2639971,unclassified Methyloversatilis
745,157592,Sterolibacterium denitrificans
746,36861,Thiobacillus denitrificans
747,1914471,Sulfuritortus calidifontis
748,171865,Sulfuriferula plumbiphila
749,2637784,unclassified Sulfuriferula
750,2675298,Sulfuriferula nivalis
751,2715678,Sulfurimicrobium lacus
752,649841,Sulfuricella denitrificans
753,2630143,unclassified Methylophilus
754,2588534,Methylophilus medardicus
755,2634027,unclassified Methylovorus
756,266009,Methylovorus glucosotrophus
757,405,Methylobacillus flagellatus
758,359408,Methylotenera mobilis
759,1055487,Methylotenera versatilis
760,1581680,Candidatus Methylopumilus turicensis
761,2588536,Candidatus Methylopumilus universalis
762,1581557,Candidatus Methylopumilus planktonicus
763,2588535,Candidatus Methylopumilus rimovensis
764,63745,Sideroxydans lithotrophicus
765,1188319,Ferriphaselus amnicola
766,370405,Gallionella capsiferriformans
767,2647919,unclassified Candidatus Nitrotoga
768,2629479,unclassified Azoarcus
769,418699,Azoarcus olearius
770,2067960,Azoarcus pumilus
771,41977,Azoarcus communis
772,2609274,unclassified Thauera
773,1134435,Thauera humireducens
774,96773,Thauera chlorobenzoica
775,59405,Thauera aromatica
776,2184083,Thauera hydrothermalis
777,76116,Aromatoleum petrolei
778,76115,Aromatoleum bremense
779,551760,Aromatoleum aromaticum
780,404405,Azospira restricta
781,2609269,unclassified Azospira
782,146939,Azospira oryzae
783,2648924,unclassified Niveibacterium
